,Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),⚠️ Problem Detail
1290,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,360,25452,Variety: 'CO_43'
1299,4,Kallakurichi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,360,25228,Variety: 'CO_43'
1302,4,Cuddalore,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,360,25640,Variety: 'CO_43'
1305,4,Kallakurichi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,360,25452,Variety: 'CO_43'
1308,4,Cuddalore,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,360,24460,Variety: 'CO_43'
1311,4,Kallakurichi,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,360,25876,Variety: 'CO_43'
1314,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,360,25228,Variety: 'CO_43'
1317,4,Kallakurichi,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,360,25640,Variety: 'CO_43'
1320,4,Cuddalore,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,360,25452,Variety: 'CO_43'
1323,4,Kallakurichi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,360,24460,Variety: 'CO_43'
1326,4,Cuddalore,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,360,25876,Variety: 'CO_43'
1332,4,Cuddalore,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,360,25640,Variety: 'CO_43'
1341,4,Kallakurichi,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,360,25668,Variety: 'CO_43'
1344,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,360,24324,Variety: 'CO_43'
1347,4,Kallakurichi,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,360,24912,Variety: 'CO_43'
1350,4,Chinnasalem,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,--,NE,NNW,78.6,80,92,88,360,24488,Variety: 'CO_43'
1353,4,Chinnasalem,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,360,25284,Variety: 'CO_43'
1356,4,Kallakurichi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,--,88.5,95,81,84,360,25664,Variety: 'CO_43'
1359,4,Panruti,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,--,NE,NNE,W,85.0,96,84,79,360,24708,Variety: 'CO_43'
1362,4,Panruti,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,360,24756,Variety: 'CO_43'
1365,4,Cuddalore,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,--,WSW,72.0,78,88,85,360,24768,Variety: 'CO_43'
1368,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,360,25424,Variety: 'CO_43'
1374,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,360,25300,Variety: 'CO_43'
1383,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,360,25536,Variety: 'CO_43'
1386,4,Sankarapuram,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,24228,Variety: 'CO_43'
1389,4,Sankarapuram,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,360,24200,Variety: 'CO_43'
1392,4,Sankarapuram,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,24852,Variety: 'CO_43'
1395,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,360,24604,Variety: 'CO_43'
1398,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,24836,Variety: 'CO_43'
1401,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,24644,Variety: 'CO_43'
1404,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,24488,Variety: 'CO_43'
1407,4,Kurinjipadi,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,24908,Variety: 'CO_43'
1410,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,,32,,28,,34.0,,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,24756,Variety: 'CO_43'
1416,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,25228,Variety: 'CO_43'
1425,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,25640,Variety: 'CO_43'
1428,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,25452,Variety: 'CO_43'
1431,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,24460,Variety: 'CO_43'
1434,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,25876,Variety: 'CO_43'
1437,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,25228,Variety: 'CO_43'
1440,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,25640,Variety: 'CO_43'
1443,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,25452,Variety: 'CO_43'
1446,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,24460,Variety: 'CO_43'
1449,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,25876,Variety: 'CO_43'
1452,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,25228,Variety: 'CO_43'
1458,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,25452,Variety: 'CO_43'
1467,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,25228,Variety: 'CO_43'
1470,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,25640,Variety: 'CO_43'
1473,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,25452,Variety: 'CO_43'
1476,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,24460,Variety: 'CO_43'
1479,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,25876,Variety: 'CO_43'
1482,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,25228,Variety: 'CO_43'
1485,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,,34,,35,,32.5,,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,25640,Variety: 'CO_43'
1488,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,25452,Variety: 'CO_43'
1491,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,24460,Variety: 'CO_43'
1494,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,25668,Variety: 'CO_43'
1500,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,24912,Variety: 'CO_43'
1509,4,Kurinjipadi,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,23532,Variety: 'CO_43'
1512,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,23728,Variety: 'CO_43'
1515,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,22892,Variety: 'CO_43'
1518,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,23120,Variety: 'CO_43'
1521,4,Kurinjipadi,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,23492,Variety: 'CO_43'
1524,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,23344,Variety: 'CO_43'
1527,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,22892,Variety: 'CO_43'
1530,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,21968,Variety: 'CO_43'
1533,4,Kurinjipadi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,360,23492,Variety: 'CO_43'
1536,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,22020,Variety: 'CO_43'
1542,4,Sankarapuram,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,360,23664,Variety: 'CO_43'
1551,4,Chinnasalem,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,360,22892,Variety: 'CO_43'
1554,4,Kallakurichi,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,--,SE,S,88.5,95,81,84,360,22120,Variety: 'CO_43'
1557,4,Kallakurichi,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,360,23492,Variety: 'CO_43'
1560,4,Panruti,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,,35,,30,,33.5,,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,360,23344,Variety: 'CO_43'
1563,4,Cuddalore,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,--,W,NNW,WSW,72.0,78,88,85,360,22892,Variety: 'CO_43'
1566,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,360,23420,Variety: 'CO_43'
1569,4,Cuddalore,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,--,WSW,72.0,78,88,85,360,23492,Variety: 'CO_43'
1572,4,Kurinjipadi,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,360,22892,Variety: 'CO_43'
1575,4,Kurinjipadi,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,360,22892,Variety: 'CO_43'
1578,4,Kurinjipadi,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,360,23844,Variety: 'CO_43'
1584,4,Sankarapuram,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,23632,Variety: 'CO_43'
1593,4,Sankarapuram,CO_43,alluvial,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,360,22448,Variety: 'CO_43'
1596,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,360,23344,Variety: 'CO_43'
1599,4,Sankarapuram,CO_43,clay,100,50.0,dry,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,360,22476,Variety: 'CO_43'
1602,4,Panruti,CO_43,alluvial,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,360,22892,Variety: 'CO_43'
1605,4,Chinnasalem,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,360,22180,Variety: 'CO_43'
1608,4,Panruti,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,360,22936,Variety: 'CO_43'
1611,4,Chinnasalem,CO_43,clay,100,50.0,wet,80,4,160,8,108.52,41.52,60,2400,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,360,22076,Variety: 'CO_43'
